Date,Artist,Song Name,Director,Video,Type,Release,Full Name,Date of Birth,Group,Country,Birthplace,Gender,Debut,Company,Fanclub Name,Active,Members,Orig. Memb.
2/26/2014,TVXQ!,Spellbound,,https://youtu.be/2rU_RZy2XhI,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2003-12-26,SM,Cassiopeia,Yes,2.0,5.0
2/24/2014,AlphaBAT,Tantara,,https://youtu.be/I-HVUq9JvWQ,Boy,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
2/23/2014,CNBLUE,Can't Stop,,https://youtu.be/75KBwVtd_W0,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2010-01-14,FNC,Boice,Yes,4.0,4.0
2/19/2014,AlphaBAT,Always,,https://youtu.be/w1d-ueF6ac8,Boy,Minor,,NaN,NaN,NaN,NaN,NaN,,,,,,
2/19/2014,Boys Republic,Video Game,Digipedi,https://youtu.be/8z8mt8pCFBE,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2013-06-03,"Happy Tribe, Universal",Royal Family,Hiatus,5.0,5.0
2/17/2014,Speed,Why I'm Not?,,https://youtu.be/cR-lV1vGgXk,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2013-01-15,MBK,,No,7.0,7.0
2/17/2014,Speed,Don't Tease Me!,,https://youtu.be/kLAipKdZmP8,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2013-01-15,MBK,,No,7.0,7.0
2/16/2014,BtoB,Beep Beep,ZANYBROS,https://youtu.be/qgtaSJ3PSMM,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2012-03-21,Cube,Melody,Yes,7.0,7.0
2/14/2014,Brown Eyed Soul,Pass Me By,,https://youtu.be/JGVAiXQxvSk,Boy,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
2/12/2014,Topp Dogg,Arario,,https://youtu.be/ascOzpuacLY,Boy,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
2/12/2014,C-Clown,Justice,,https://youtu.be/6tlHetw1nBA,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2012-06-19,Yedang,Crown,No,6.0,6.0
2/11/2014,BTS,Boy In Luv,Lumpens,https://youtu.be/m8MfJg68oCs,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2013-06-13,Big Hit,ARMY,Yes,7.0,7.0
2/5/2014,Touch,Kimi Ni ～Maybe I Fall In Love～,,https://youtu.be/pytMSObf5R0,Boy,Japanese,,NaN,NaN,NaN,NaN,NaN,,,,,,
2/2/2014,B.A.P,1004(Angel),ZANYBROS,https://youtu.be/sGolQ9LzbkY,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2012-01-27,TS,BABY,No,6.0,6.0
1/30/2014,U-KISS,Break Up,,https://youtu.be/WlnfLa257X8,Boy,Japanese,,NaN,NaN,NaN,NaN,NaN,2008-08-28,NH Media,Kissme,Yes,6.0,6.0
1/25/2014,A-PRINCE,Love Snow,,https://youtu.be/zhc9w3vJBSg,Boy,Minor,,NaN,NaN,NaN,NaN,NaN,,,,,,
1/19/2014,Myname,F.F.Y.,,https://youtu.be/6Q5eoc9XH_I,Boy,Japanese,,NaN,NaN,NaN,NaN,NaN,,,,,,
1/15/2014,Topp Dogg,Open The Door,,https://youtu.be/wjRpn51N1u8,Boy,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
1/15/2014,FTISLAND,Beautiful,,https://youtu.be/FS51Fk2HxCc,Boy,Japanese,,NaN,NaN,NaN,NaN,NaN,2007-06-07,FNC,Primadonna,Yes,4.0,5.0
1/15/2014,AshGray,The Little Prince,,https://youtu.be/JI-7Mjl5WeU,Boy,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
1/14/2014,A-PRINCE,Yes or No,,https://youtu.be/GhZ8vcj0sVs,Boy,Minor,,NaN,NaN,NaN,NaN,NaN,,,,,,
1/14/2014,GOT7,Girls Girls Girls,Naive,https://youtu.be/2sAoKmg7qPI,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2014-01-16,JYP,I GOT7,Yes,7.0,7.0
1/12/2014,B1A4,Lonely,Tiger Cave,https://youtu.be/CoObTyYr814,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2010-04-19,WM,BANA,Yes,5.0,5.0
1/6/2014,K-Much,Good To Go,,https://youtu.be/TrxDI3o-ba0,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2014-01-07,Chrome,,No,4.0,5.0
1/5/2014,BEATWIN,She's My Girl,,https://youtu.be/SKWDHA3iToQ,Boy,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
1/3/2014,Brown Eyed Soul,You Are So Beautiful,,https://youtu.be/2btXnIPRkFc,Boy,Minor,,NaN,NaN,NaN,NaN,NaN,,,,,,
1/2/2014,M.C The Max,Wind that blows,,https://youtu.be/JQ6wTmaEyL4,Boy,Minor,,NaN,NaN,NaN,NaN,NaN,,,,,,
1/2/2014,VIXX,Thank you for my love,,https://youtu.be/Dl4xM2RKJdw,Boy,Minor,,NaN,NaN,NaN,NaN,NaN,2012-05-24,Jellyfish,Starlight,Yes,6.0,6.0
1/1/2014,TVXQ!,Something,,https://youtu.be/U9HBT6sRSZ8,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2003-12-26,SM,Cassiopeia,Yes,2.0,5.0
12/27/2013,Nemesis,Go Away,,https://youtu.be/la5aLe_Q8B0,Boy,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
12/20/2013,SHINee,Colorful,,https://youtu.be/a3bgxXKimGA,Boy,Minor,,NaN,NaN,NaN,NaN,NaN,2008-05-22,SM,Shawol,Yes,4.0,5.0
12/19/2013,Brown Eyed Soul,You,,https://youtu.be/rGGPG0Hbh8w,Boy,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
12/17/2013,AlphaBAT,Surprise Party,,https://youtu.be/Ky6c0EPi0ig,Boy,Minor,,NaN,NaN,NaN,NaN,NaN,,,,,,
12/16/2013,Super Junior-D&E,Still You,,https://youtu.be/IQAu_QX6hVE,Boy,,,NaN,NaN,NaN,NaN,NaN,,,,,,
12/12/2013,J-Walk,Effort,,https://youtu.be/K2kmKlLzHV0,Boy,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
12/11/2013,Topp Dogg,Cigarette,,https://youtu.be/QozQ0MJW5rM,Boy,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
12/11/2013,Super Junior,Blue World,,https://youtu.be/GYdQYOGdizQ,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2005-11-06,SM,ELF,Yes,11.0,12.0
12/11/2013,BIGSTAR,Standing Alone,,https://youtu.be/VxHIKHuDxHM,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2012-07-12,Brave,,No,5.0,5.0
12/10/2013,5tion,Love Love Love,,https://youtu.be/P5oS8UCT0ss,Boy,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
12/6/2013,Untouchable,Trip,,https://youtu.be/ya3gHlppjyg,Boy,Minor,,NaN,NaN,NaN,NaN,NaN,,,,,,
12/4/2013,EXO,Miracles In December,,https://youtu.be/yVLxRXoLaas,Boy,Minor,,NaN,NaN,NaN,NaN,NaN,2012-04-08,SM,EXO-L,Yes,9.0,12.0
12/1/2013,M.I.B,Let's Talk About You,,https://youtu.be/_uEE99UmpKQ,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2011-10-26,Jungle,,No,4.0,4.0
11/27/2013,Noel,Being Forgotten,,https://youtu.be/dxqJ-MGOKhQ,Boy,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
11/27/2013,Tasty,Day n Night,,https://youtu.be/plCqaQ4S9vA,Boy,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
11/26/2013,Dickpunks,Hello Girlfriend,,https://youtu.be/T_a22DRqA7w,Boy,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
11/26/2013,2AM,Regret,ZANYBROS,https://youtu.be/VKSeah_vuNI,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2008-06-21,"JYP, Big Hit",I Am,No,4.0,4.0
11/25/2013,HISTORY,What Am I To You?,,https://youtu.be/sYY_rV78pLk,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2013-04-26,LOEN,Storia,No,5.0,5.0
11/22/2013,Dynamic Duo,Three Dopeboyz,,https://youtu.be/NyFLdUpgN5E,Boy,Minor,,NaN,NaN,NaN,NaN,NaN,,,,,,
11/22/2013,Dynamic Duo,Hot Wings,,https://youtu.be/2lwNO6YTADA,Boy,Minor,,NaN,NaN,NaN,NaN,NaN,,,,,,
11/20/2013,SHINee,321,,https://youtu.be/9E5wbJ8ml3w,Boy,Japanese,,NaN,NaN,NaN,NaN,NaN,2008-05-22,SM,Shawol,Yes,4.0,5.0
11/19/2013,100% V,Missing You,Joo Heesun,https://youtu.be/dLqQtJQQlhI,Boy,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
11/19/2013,VIXX,VOODOO DOLL,ZANYBROS,https://youtu.be/MOG7BexjPjM,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2012-05-24,Jellyfish,Starlight,Yes,6.0,6.0
11/17/2013,A-JAX,Stay with me,,https://youtu.be/96cVd8GkZ2U,Boy,Minor,,NaN,NaN,NaN,NaN,NaN,2012-06-01,DSP,A-LIGHT,No,5.0,7.0
11/17/2013,FTISLAND,Madly,,https://youtu.be/IkVjIkWHqLI,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2007-06-07,FNC,Primadonna,Yes,4.0,5.0
11/14/2013,AlphaBAT,AB CITY,,https://youtu.be/RO3gf--ipCc,Boy,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
11/11/2013,Untouchable,Vain,,https://youtu.be/Y9Zsrp5Tofo,Boy,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
11/7/2013,B1A4,With You,,https://youtu.be/k0ExczOeDWM,Boy,OST,,NaN,NaN,NaN,NaN,NaN,2010-04-19,WM,BANA,Yes,5.0,5.0
11/7/2013,VIXX,Only U,,https://youtu.be/m8LCqaYKluQ,Boy,Minor,,NaN,NaN,NaN,NaN,NaN,2012-05-24,Jellyfish,Starlight,Yes,6.0,6.0
11/7/2013,Mr.Mr,Do you feel me,,https://youtu.be/37h3E5SuDbY,Boy,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
11/4/2013,Myname,Shirayuki,,https://youtu.be/4IBBp9tsZfs,Boy,Japanese,,NaN,NaN,NaN,NaN,NaN,,,,,,
11/1/2013,ZE:A,Step by Step,,https://youtu.be/gRPUr6yzDWI,Boy,Minor,,NaN,NaN,NaN,NaN,NaN,2010-01-07,Star Empire,ZE:A Style,Hiatus,9.0,9.0
10/30/2013,U-KISS,She's Mine,,https://youtu.be/lL2Gasb6QTg,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2008-08-28,NH Media,Kissme,Yes,6.0,6.0
10/27/2013,A-JAX,Snake,,https://youtu.be/h57eQKCxUac,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2012-06-01,DSP,A-LIGHT,No,5.0,7.0
10/24/2013,N-Sonic,Run & Run,,https://youtu.be/0RcN09_26Vk,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2011-10-05,C2K,,No,6.0,5.0
10/24/2013,Teen Top,Lovefool,,https://youtu.be/DUpLUXxQyaE,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2010-07-09,TOP Media,Angel,Yes,5.0,6.0
10/24/2013,5tion,Message Arrived,,https://youtu.be/zu6Va0Bl3EE,Boy,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
10/23/2013,Topp Dogg,Follow Me,,https://youtu.be/uWgYrutpcGw,Boy,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
10/20/2013,A-PRINCE,Romantic Gangwon,,https://youtu.be/2VZlKD9ZGAk,Boy,Minor,,NaN,NaN,NaN,NaN,NaN,,,,,,
10/10/2013,SHINee,Everybody,Jang Jaehyeok,https://youtu.be/hKbNV-4b_g8,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2008-05-22,SM,Shawol,Yes,4.0,5.0
10/10/2013,VIXX,"Girls, why?",ZANYBROS,https://youtu.be/O_STM59FtNQ,Boy,Minor,,NaN,NaN,NaN,NaN,NaN,2012-05-24,Jellyfish,Starlight,Yes,6.0,6.0
10/10/2013,Myname,Day by Day,,https://youtu.be/Kyx7_yd2SPk,Boy,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
10/10/2013,Teen Top,Date,,https://youtu.be/aDC-ZXsLx7I,Boy,Minor,,NaN,NaN,NaN,NaN,NaN,2010-07-09,TOP Media,Angel,Yes,5.0,6.0
10/1/2013,Block B,Very Good,,https://youtu.be/kJGcO5Une-g,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2011-04-13,KQ,BBC,Yes,7.0,7.0
9/26/2013,Demion,Ask Her Out,,https://youtu.be/DHFRrbiU32U,Boy,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
9/26/2013,Infinite,Request,,https://youtu.be/HfI-wYRrp5s,Boy,Minor,,NaN,NaN,NaN,NaN,NaN,2010-06-09,Woollim,Inspirit,Yes,6.0,7.0
9/23/2013,Block B,Be The Light,,https://youtu.be/E4yzhCIZulM,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2011-04-13,KQ,BBC,Yes,7.0,7.0
9/22/2013,FTISLAND,Memory,,https://youtu.be/LZrShwp2KVQ,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2007-06-07,FNC,Primadonna,Yes,4.0,5.0
9/4/2013,BtoB,Thriller,Tiger Cave,https://youtu.be/khE7pSOgDbA,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2012-03-21,Cube,Melody,Yes,7.0,7.0
9/2/2013,Touch,Start To Fly,,https://youtu.be/r2tUXWpF12Y,Boy,Japanese,,NaN,NaN,NaN,NaN,NaN,,,,,,
9/2/2013,NU'EST,Fine Girl,,https://youtu.be/HzTnBbYogPM,Boy,Minor,,NaN,NaN,NaN,NaN,NaN,2012-03-15,Pledis,LOΛΕ,Yes,5.0,5.0
8/28/2013,BtoB,When I Was Your Man,,https://youtu.be/-WUZYewLvxM,Boy,Minor,,NaN,NaN,NaN,NaN,NaN,2012-03-21,Cube,Melody,Yes,7.0,7.0
8/25/2013,Teen Top,Rocking,,https://youtu.be/hHd_8iZFvK8,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2010-07-09,TOP Media,Angel,Yes,5.0,6.0
8/21/2013,NU'EST,Sleep Talking,ZANYBROS,https://youtu.be/zgtaPhD97GA,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2012-03-15,Pledis,LOΛΕ,Yes,5.0,5.0
8/20/2013,SHINee,Breaking News,,https://youtu.be/oTwkcx0XSnI,Boy,Japanese,,NaN,NaN,NaN,NaN,NaN,2008-05-22,SM,Shawol,Yes,4.0,5.0
8/20/2013,SHINee,Boy Meets U,,https://youtu.be/ei8E5p1sAQQ,Boy,Japanese,,NaN,NaN,NaN,NaN,NaN,2008-05-22,SM,Shawol,Yes,4.0,5.0
8/19/2013,A-JAX,INSANE,,https://youtu.be/Xujh450CoqU,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2012-06-01,DSP,A-LIGHT,No,5.0,7.0
8/19/2013,HISTORY,Tell Me Love,,https://youtu.be/zeUEOxTd8IE,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2013-04-26,LOEN,Storia,No,5.0,5.0
8/13/2013,CNBLUE,One More Time,,https://youtu.be/SRfYnHtp0bs,Boy,Japanese,,NaN,NaN,NaN,NaN,NaN,2010-01-14,FNC,Boice,Yes,4.0,4.0
8/12/2013,Super Junior,SPY,,https://youtu.be/4GpJHF0WyAE,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2005-11-06,SM,ELF,Yes,11.0,12.0
8/11/2013,MBLAQ,No Love,,https://youtu.be/DO_noFmLOhI,Boy,Minor,,NaN,NaN,NaN,NaN,NaN,2009-10-14,J. Tune,A+,Yes,3.0,5.0
8/8/2013,ZE:A,The Ghost Of Wind,,https://youtu.be/82d7a2oCEvo,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2010-01-07,Star Empire,ZE:A Style,Hiatus,9.0,9.0
8/7/2013,BIGSTAR,Run & Run,,https://youtu.be/xOx6lyZ7BdI,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2012-07-12,Brave,,No,5.0,5.0
8/7/2013,Tasty,Mamama,,https://youtu.be/ot_P_6c-3t8,Boy,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
8/5/2013,B.A.P,Badman,ZANYBROS,https://youtu.be/KLHY_7PgaV0,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2012-01-27,TS,BABY,No,6.0,6.0
7/31/2013,Dickpunks,Sunglass,,https://youtu.be/VygdI8Is8eU,Boy,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
7/31/2013,EXO,Growl,,https://youtu.be/I3dezFzsNss,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2012-04-08,SM,EXO-L,Yes,9.0,12.0
7/31/2013,24K,U R So Cute,,https://youtu.be/cgJv3pJc1jw,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2012-09-06,Choeun,24U,Yes,8.0,6.0
7/31/2013,M.I.B,Dash,,https://youtu.be/T44tyLQ2Svw,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2011-10-26,Jungle,,No,4.0,4.0
7/23/2013,December,Fire,,https://youtu.be/-FxIw-_khSc,Boy,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
7/18/2013,Beast,Shadow,Tiger Cave,https://youtu.be/7Y3ZRYQl4Qo,Boy,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
7/17/2013,CNBLUE,Lady,,https://youtu.be/kNn4wR04Qiw,Boy,Japanese,,NaN,NaN,NaN,NaN,NaN,2010-01-14,FNC,Boice,Yes,4.0,4.0
7/16/2013,BTS,We Are Bulletproof Pt2,,https://youtu.be/gqhWHy0rrtM,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2013-06-13,Big Hit,ARMY,Yes,7.0,7.0
7/16/2013,B.A.P,Hurricane,ZANYBROS,https://youtu.be/PfOtieDrDkA,Boy,Minor,,NaN,NaN,NaN,NaN,NaN,2012-01-27,TS,BABY,No,6.0,6.0
7/15/2013,Infinite,Destiny,Duroo,https://youtu.be/BDbpE6qHDSA,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2010-06-09,Woollim,Inspirit,Yes,6.0,7.0
7/12/2013,Untouchable,Call Me,,https://youtu.be/cCTBgEVw6bI,Boy,Minor,,NaN,NaN,NaN,NaN,NaN,,,,,,
7/10/2013,BTS,N.O,,https://youtu.be/mmgxPLLLyVo,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2013-06-13,Big Hit,ARMY,Yes,7.0,7.0
7/9/2013,Teen Top,Clap Encore,,https://youtu.be/MSIKwciwP5M,Boy,Minor,,NaN,NaN,NaN,NaN,NaN,2010-07-09,TOP Media,Angel,Yes,5.0,6.0
7/4/2013,Mr.Mr,Waiting for you,,https://youtu.be/CC-dmjmbMos,Boy,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
7/4/2013,Myname,Baby I'm Sorry,,https://youtu.be/RzSAO8op0ow,Boy,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
7/3/2013,U-KISS,Inside of me,,https://youtu.be/xjwrqzV5Zak,Boy,Japanese,,NaN,NaN,NaN,NaN,NaN,2008-08-28,NH Media,Kissme,Yes,6.0,6.0
7/3/2013,FTISLAND,Shiawa Theory,,https://youtu.be/7uDHQc-VDwU,Boy,Japanese,,NaN,NaN,NaN,NaN,NaN,2007-06-07,FNC,Primadonna,Yes,4.0,5.0
7/2/2013,Super Junior,"Sexy, Free & Single",,https://youtu.be/gWIkiI_UmeE,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2005-11-06,SM,ELF,Yes,11.0,12.0
7/1/2013,Dynamic Duo,Baaam,,https://youtu.be/DmAHmYgdopw,Boy,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
6/30/2013,VIXX,G.R.8.U,ZANYBROS,https://youtu.be/-wKcxx1Soao,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2012-05-24,Jellyfish,Starlight,Yes,6.0,6.0
6/29/2013,100%,Only U,,https://youtu.be/GWdQT7Mal_w,Boy,Minor,,NaN,NaN,NaN,NaN,NaN,2012-09-18,TOP Media,Perfection,Yes,4.0,7.0
6/27/2013,B.A.P,COFFEE SHOP,ZANYBROS,https://youtu.be/6VzuX88Dc_g,Boy,Minor,,NaN,NaN,NaN,NaN,NaN,2012-01-27,TS,BABY,No,6.0,6.0
6/24/2013,A-PRINCE,Mambo,,https://youtu.be/S9XvYCDY2P8,Boy,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
6/19/2013,A-PRINCE,My Lady,,https://youtu.be/RNxTEBkGsOE,Boy,Minor,,NaN,NaN,NaN,NaN,NaN,,,,,,
6/18/2013,Beast,I'm Sorry,,https://youtu.be/J06ptq4OVbA,Boy,Minor,,NaN,NaN,NaN,NaN,NaN,,,,,,
6/11/2013,BTS,No More Dream,,https://youtu.be/pw540DtB5mM,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2013-06-13,Big Hit,ARMY,Yes,7.0,7.0
6/10/2013,Nell,Ocean of Light,,https://youtu.be/0Ze0TVXXHJ4,Boy,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
6/4/2013,Boys Republic,Party Rock,,https://youtu.be/u7qbhAyBdD8,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2013-06-03,"Happy Tribe, Universal",Royal Family,Hiatus,5.0,5.0
6/4/2013,Broken Valentine,Aluminium,,https://youtu.be/Cz10jwWy98E,Boy,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
6/3/2013,MBLAQ,Smoky Girl,,https://youtu.be/dTDmIiGLFEw,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2009-10-14,J. Tune,A+,Yes,3.0,5.0
5/30/2013,EXO,Wolf,,https://youtu.be/gAal8xHfV0c,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2012-04-08,SM,EXO-L,Yes,9.0,12.0
5/29/2013,FTISLAND,Freedom,,https://youtu.be/wqvZxcTm_GY,Boy,Japanese,,NaN,NaN,NaN,NaN,NaN,2007-06-07,FNC,Primadonna,Yes,4.0,5.0
5/29/2013,FTISLAND,Orange sky,,https://youtu.be/IKn9MTAygsU,Boy,Japanese,,NaN,NaN,NaN,NaN,NaN,2007-06-07,FNC,Primadonna,Yes,4.0,5.0
5/27/2013,Boyfriend,On & On,,https://youtu.be/DMBWex5v1fE,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2011-05-26,Starship,Bestfriend,No,6.0,6.0
5/23/2013,Super Junior-D&E,I Wanna Dance,,https://youtu.be/gaT8j1yIbCg,Boy,Japanese,,NaN,NaN,NaN,NaN,NaN,,,,,,
5/22/2013,100%,Want U Back,,https://youtu.be/FxXCVxFZf2Q,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2012-09-18,TOP Media,Perfection,Yes,4.0,7.0
5/19/2013,VIXX,hyde,ZANYBROS,https://youtu.be/Le0CwBy4SaQ,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2012-05-24,Jellyfish,Starlight,Yes,6.0,6.0
5/15/2013,Shinhwa,This Love,,https://youtu.be/45wH_HHnJBg,Boy,Major,,NaN,NaN,NaN,NaN,NaN,1998-03-24,"SM, Good, Shinhwa",Shinhwa Changjo,Yes,6.0,6.0
5/13/2013,Wonder Boyz,Tarzan,,https://youtu.be/_WKkX-4HHP0,Boy,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
5/11/2013,2PM,A.D.T.O.Y.,,https://youtu.be/AFnV7Y6iwrA,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2008-07-04,JYP,Hottest,Yes,6.0,7.0
5/9/2013,N-Sonic,Lie,,https://youtu.be/Cu2qPwRu8RY,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2011-10-05,C2K,,No,6.0,5.0
5/8/2013,LC9,MaMa Beat,,https://youtu.be/HrV_BcWxJRU,Boy,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
5/7/2013,B1A4,What's Happening?,Digipedi,https://youtu.be/oqxHy4G9FMI,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2010-04-19,WM,BANA,Yes,5.0,5.0
5/7/2013,4Men,Propose Song,,https://youtu.be/cQZ0Mp3ZUSE,Boy,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
5/5/2013,2PM,Comeback When You Hear This Song,,https://youtu.be/a7cH5EAXNNg,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2008-07-04,JYP,Hottest,Yes,6.0,7.0
5/3/2013,December,Going Home,,https://youtu.be/ENVHksP4n4g,Boy,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
4/28/2013,UBeat,Should Have Treated You Better,,https://youtu.be/lF1d4X5L-ms,Boy,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
4/25/2013,SHINee,Why So Serious?,,https://youtu.be/hgeAmF7bgoE,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2008-05-22,SM,Shawol,Yes,4.0,5.0
4/25/2013,HISTORY,Dreamer (narr. IU),,https://youtu.be/zM5GpSPGk-Y,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2013-04-26,LOEN,Storia,No,5.0,5.0
4/24/2013,Teen Top,Walk By,,https://youtu.be/NSKHUM-d8EU,Boy,Minor,,NaN,NaN,NaN,NaN,NaN,2010-07-09,TOP Media,Angel,Yes,5.0,6.0
4/24/2013,Dickpunks,Viva Youth,,https://youtu.be/FODnA8jGC0Q,Boy,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
4/17/2013,C-Clown,Shaking Heart,,https://youtu.be/0e56l-8K3jU,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2012-06-19,Yedang,Crown,No,6.0,6.0
4/16/2013,4Men,Thank You,,https://youtu.be/PJlR6Tm-_tc,Boy,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
4/10/2013,BtoB,2nd Confession,,https://youtu.be/7zuoNuI4fHQ,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2012-03-21,Cube,Melody,Yes,7.0,7.0
4/10/2013,Boyfriend,Melody of Eye,,https://youtu.be/vF5YCShFlEg,Boy,Japanese,,NaN,NaN,NaN,NaN,NaN,2011-05-26,Starship,Bestfriend,No,6.0,6.0
4/9/2013,CNBLUE,Blind Love,,https://youtu.be/XcmFrXuf0Ew,Boy,Japanese,,NaN,NaN,NaN,NaN,NaN,2010-01-14,FNC,Boice,Yes,4.0,4.0
4/9/2013,M.I.B,Nod Along!,,https://youtu.be/m8eQf0XsCao,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2011-10-26,Jungle,,No,4.0,4.0
3/24/2013,ZE:A-Five,The Day We Broke Up,,https://youtu.be/1M1beIdYUl0,Boy,Major,,NaN,NaN,NaN,NaN,NaN,,,,,,
3/20/2013,Infinite,Man In Love,ZANYBROS,https://youtu.be/2C-dsCaFJzE,Boy,Major,,NaN,NaN,NaN,NaN,NaN,2010-06-09,Woollim,Inspirit,Yes,6.0,7.0
3/14/2013,One Punch,Vacant Evening,,https://youtu.be/6n4gJHTK_Dg,Boy,Minor,,NaN,NaN,NaN,NaN,NaN,,,,,,
3/11/2013,SHINee,Fire,,https://youtu.be/BWsSiuU0ThY,Boy,Japanese,,NaN,NaN,NaN,NaN,NaN,2008-05-22,SM,Shawol,Yes,4.0,5.0
3/8/2013,Baechigi,Under The Sun,,https://youtu.be/Z9fXXiQNbpY,Boy,Minor,,NaN,NaN,NaN,NaN,NaN,,,,,,
